View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1",City,State,Zip,Capabilities Narrative
140,Sustainable Floors Inc.,Sustainable Interiors,Dana  G Pittman,,5009 Pacific Hwy E Ste 7,Fife,WA,98424-3431,"We provide flooring like carpet, vinyl, hardwood, refinishing, rubber, LVP, tile, stair treads, etc certified payrolls, ARRA, LEED, etc"
141,Abn Technologies LLC,,TRENA PAYTON,Managing Member,2367 Tacoma Ave S Ste C105,Tacoma,WA,98402-1409,"As preferred vendor by local public agencies for many years, we are a complete solutions provider. We specialize in services, hardware, and staffing to assist clients in achieving their business and goals."
142,"Groat Bros, Inc. ",Richfield Wood Waste ,NETTA  E. Groat,PRESIDENT,608 W Scott Ave,Woodland,WA,98674-9512,"Groat Brothers provides various trucking and hauling means for biowaste materials, lumber, equipment, rock, demolition wastes and also provides excacation, grading, demolition, utility trenching and associated construction. We also provide snow removal."
143,Bella Terra LLC,,Rena Bellika,,1342 Dike Rd,Woodland,WA,98674-9521,"Hydro seeding to help reclaim natural habits. Wetlands, steam works, ponds, mitigation sites and other critical areas. Along with roadside, athletic fields, parks etc."
144,Translation Solutions Corporation,,ROSA  CAPDEVIELLE,PROJECT DIRECTOR,6485 Serenity Loop,Gig Harbor,WA,98335-5503,"Translation and Interpretation in over 160 languages, ASL, Braille, Desktop Publishing, 508 Compliance, Web Localization, transcriptions, 508 Compliance, Formatting, CART Services, etc."
145,"Watermark Group, Inc., The",Meisha Rouser,Meisha Rouser,,6450 NE ADAS WILL LN,Bainbridge Island,WA,98110-1001,Specialties: - Performance and Leadership Development - Change Management Consultant - Coaching - Speaker / Trainer / Facilitator Expertise in a variety of learning and development methodologies including: - Leadership Development - Conflict Management - Coaching and Mentoring - Appreciative Inquiry - Systems Thinking - Liberating Structures - DiSC - Time Management/Organization - Change Leadership - Employee Engagement - Instructional Design and Evaluation - 360 Reviews - Communication - Behavioral Interviewing - Emotional Intelligence - Negotiations - Performance Management - Critical Thinking - Team Building - Crucial Conversations - Accountability
146,Sustainable-Takisaki JV,,Dana N Pittman,,5009 Pacific Hwy E Ste 7,Fife,WA,98424-3431,
147,"Temp-Rite Heating & Cooling, Inc.",,NICOLE Kelly,,4108 N INDUSTRIAL PARK 4TH ST,SPOKANE VALLEY,WA,99216-6005,"Hvac, Refrigeration & Electrical Service & Installations."
148,SIGNS FOR SUCCESS,,VANESSA l bogensberger,,6824 N MARKET ST,SPOKANE,WA,99217-7813,"provider of: signs, banners, vehicle lettering, vehicle wrap, posters, tradeshow equipment, graphics printing, promotional items, ad specialty items, pen, pencil, lanyard, golf tee, calendar, bag, point of purchase display"
149,"SUPERIOR LOGISTICS, LLC",,Andrey Mikhay,,4225 NE 9TH CIR,RENTON,WA,98059-4570,Superior Logistics LLC is a full services transportation logistics company whom provides general and specialized freight movement across entire U.S and Canada. We have provided our services to the military all across the U.S since 2012.
150,CONSULTING 4 INNOVATION LLC,Inceodia,Kristann Orton,,6570 CEDAR GLADE LN NE,BAINBRIDGE ISLAND,WA,98110-4540,"At Inceodia, improving customer experiences, developing efficient processes and tapping into the creativity of the workforce is at the heart of what we do. We are a boutique management consulting firm specializing in service design, a method that optimizes the quality of a service and the interaction between the service provider and its clients. Inceodia enables strategic innovation and growth through the use of customer centered operating models delivered in workshops, coaching, and shoulder-to-shoulder implementation. We are teachers, setting up our clients for future success We are change agents, using a framework that makes organizational change happen We are lean process analysts, measuring and continuously improving Our clients are leaders in government, with a vision for change and innovation in their organization. Inceodia is the catalyst; working with our clients we build solutions that have been co-created with stakeholders, employees and citizens."
151,East Valley Sand and Gravel DBA Penny Lee Trucking Inc,,PENNY GUTSCHMIDT Lee Gutschmidt,PRESIDENT,5802 Cemetery Rd,Arlington,WA,98223-7781,"HEAVY HIGHWAY, TRUCKING, BRIDGE AND STRUCTURE CONSTRUCTION, EQUIPMENT HAULING AND EQUIPMENT HAULING AND AGGREGATE SUPPLY and manufactoring"
152,iUnderstand LLC,iUnderstand LLC Counseling & Therapy,Wensi Dong,,16275 Ne 85th St Ste H,Redmond,WA,98052-0851,"Provide marriage and family therapy, dual language couple therapy (Chinese and English),sex therapy; HR, Payroll, benefits consultant service. Business connection in China"
153,"Lundgren, Regina Consultant and Trainer",Lundgren Consulting,Regina Lundgren,,922 140th St E,Tacoma,WA,98445-2730,"Considered one of the foremost experts in her field, Regina Lundgren melds research and practice to provide her clients with risk communication, public involvement, and science and strategic communication tailored to needs, budget, and schedule. From consulting to training to writing/editing and managing projects, Regina Lundgren helps clients communicate risks, involve the public, share information about complex science and technology, and conduct strategic communication. Example services include creating communication strategy that meets stakeholder needs and your budget; developing risk communication and public involvement plans that reach and empower communities; sharing tools and techniques that build infrastructure; providing training that enhances performance and increases capabilities; and crafting materials and online properties that inform, educate, and inspire."
154,"LANDINGS AT COLONY WHARF LLC, THE",,Rieker Sternhagen,,1001 C ST STE A,BELLINGHAM,WA,98225-3933,"The Landings at Colony Wharf LLC provides the following services.. Hauling boats up to 30 tons Single and Multi-hulls Step/Unstep Masts Boat storage Covered work areas available Pressure wash ,Load or off load your vessel and any marine Activities.."
155,"DABS M&A, LLC",DABS Manufacturing & Assembly,Andrew J Russell,,8622 S 228th ST,Kent,WA,98031-2449,"DABS specializes in the Lean Six Sigma manufacturing and assembly of precision quality commercial and military aircraft components and parts. Manufacturing and assembly services include: Aerospace components and structural assemblies; installation of all aerospace fastener types; aerospace sealants; installation of aerospace bushings and bearings; aerospace boring, honing and reaming; manufacturing and assembly of flight control push rod and push tube assemblies; specialty fixturing and tooling to customer-specific requirements; and assembly of spacecraft components, including satellites."
156,"Fogle Pump & Supply, Inc.",,SUE  Fogle,,2250 N HIGHWAY STE 1,COLVILLE,WA,99114-5124,
157,ZINKOV HEALTH AND WELLNESS CENTER LLC,Proactive Health: a Naturopathic Clinic,Stanislav  Zinkov,,"1407 116th Avene NE, #104",Bellevue,WA,98004-3819,"Zinkov Health and Wellness Center is a leader in naturopathic medicine — Complementary and Alternative Medicine (CAM).  While leveraging the holistic patient approach, our licensed naturopathic doctors consider many factors of health and disease, taking into account physical, mental, emotional, genetic, environmental, social and other factors.  Our physicians are trained in conventional, complementary, integrative, behavioral, and lifestyle methods, they recognize the value of multiple approaches to care which are efficiently applied in the clinical setting. We are economically disadvantaged women-owned, award-winning, small business. Our team has been delivering the best value solutions to our clients for over 5 years. Company’s leadership has a proven track record of delivering projects completed on time and on budget."
158,"Machines & Methods, Inc.",,ANTHONY W PARR,PRESIDENT,146 W Lake Sammamish Pkwy SE,Bellevue,WA,98008-5207,"MACHINE TOOLS SALES AND CONSULTING: CNC MACHINES, GRINDERS, EDMs, MATERIAL HANDLING, MEASUREMENT MACHINES, FABRICATION, INJECTION MOLDING MACHINES AND SYSTEMS. FIXTURES, TOOLING, WELDING ROBOTS, ASSEMBLY ROBOTS, FINISHING AND CLEANING."
159,RIDGE2RIVER CONSTRUCTION LLC,,Elizabeth  J Molitor,,29465 DRY COULEE RD,SOAP LAKE,WA,98851-9818,"General Construction. Trail Bridge Construction, Campground Renovation, Concrete, Framing, Siding, Roofing"
160,"THREE GIRLS MEDIA, INC.",,Erika M Montgomery,,714 Tipsoo Loop S,Rainier,WA,98576-9743,"We are an award winning agency that provides a wide variety of marketing, branding, social media, website, copywriting, media relations, search engine optimization, advertising and public relations activities for clients nationwide."
161,LOCAL PROS PAINTING & CONSTRUCTION LLC,,Haley M Pendergraft,,21803 Se 246th St,Maple Valley,WA,98038-8512,"We demonstrate great integrity from initially providing an accurate project proposal to guaranteeing 100% Customer Satisfaction upon job completion. Our team skillfully handles a spectrum of paint projects from apartment complexes to maintenance work to retail storefronts. Local Pros can accommodate business hours, schedule night work and handle time-sensitive work orders. Additionally, we are prepared to work with space limitations and create both budget friendly and efficient strategies for working amongst essential business and residential components. Our company is truly sensitive to our customer’s needs and we thrive in the challenges that come along with each project."
162,"TRANS 360, INC.",,Sherri L Cheney,,201 HIDDEN SPRINGS RD,KALAMA,WA,98625-9845,Driver training needs and development. We come to your location. Defensive driving programs for driving in the mountains.
163,"Wrecker Accessories, LLC",Zacklift International,Matthew S Freeborn,,1102 E 1st St,Cle Elum,WA,98922-9518,"Towing equipment factory engineered to be ready for the road. Drive under just like a trailer, and drive out when you require your truck for other purposes. Own your own towing equipment at a fraction of the cost of a complete tow truck and build on features as you need them: Winch, Anchor Legs, Toolboxes, ready to go now or later as your job requires."
164,ELKCO DIAMOND PRODUCTS COMPANY,,GAYLE  N. Brown,OWNER,15018 SE 47TH ST,BELLEVUE,WA,98006-3205,"We locate for you the highest quality U.S. made products at the very best price. It is an honor for us to do business with the Department of Defense, with total honesty and integrity."
165,Aqua Terra Cultural Resource Consultants,,Sarah Amell,,8525 STONEY CREEK LN SW,OLYMPIA,WA,98512-2150,"Aqua Terra Cultural Resource Consultants (ATCRC) is a certified Women's Business Enterprise and Disadvantaged Business Enterprise firm (Certification No. D2F6522310), providing full service cultural resource management. Compliance with cultural resource laws can be challenging. Working with the right specialists, who understand the importance of staying within budget and sustaining great relationships with agencies, tribes and contractors is instrumental.  We provide terrestrial and underwater cultural resource surveys, archaeological assessments, historic property inventories, and will assist you in navigating compliance with laws such as Section 106 of the National Historic Preservation Act and Governor's Executive Order 05-05.  We offer specialists experienced working in Washington, Oregon, Idaho, Wyoming, and abroad. We bring a comprehensive understanding of pre-contact and historical archaeology and cultural resource management."
166,"Xergy Consulting, LLC",Xergy Consulting,Katherine E Dayem,,1229 Brookstone Dr,Bellingham,WA,98229-5016,"Xergy Consulting identifies, explores, and cultivates untapped energy resources on the customer side of the meter. We apply research, experimentation, communication, and systems thinking to help our clients achieve deep and lasting energy transformation in residential and commercial buildings. Our experts cover topics ranging from plug loads to building systems to smart building technologies."
167,North Tech Equipment Repair LLC,,Patricia Detmer,,3121 TRAVEL PLAZA WAY,PASCO,WA,99301-9800,"Heavy duty equipment repair, diesel repair, ALlison transmission authorized dealer"
168,DIANES TANK REMOVAL SERVICES,,Diane M Kamacho,,18720 SOUND VIEW PL,EDMONDS,WA,98020-2903,"ICC Certified Tank Decommissioner ICC Certified Site Assessor Tank removal, Tank decommissioning services Tank locating services soil remediation services excavation / trucking / hauling"
169,SOUND SAFETY PRODUCTS INC.,WORK 'N MORE,ERIC OLMSTEAD,,3602 BROADWAY,EVERETT,WA,98201-5028,
170,"DTF, L.L.C. ",2 Busy 2 Cook,TONI  Benetti-Flabetich,,714 Canyon View Pl,Yakima,WA,98908-2105,Capable of large groups and are experts at Off-Site Catering projects. Diverse menu ability and able to handle special requests.
171,Translation4All Inc,Langaid,FAIZA   A Sultan,,16301 NE 8th St Ste 220,Bellevue,WA,98008-3915,Translation Services Interpretation Services Desktop Publishing Services Arabic Language Instruction Services Transcriptions Website Translation Services Voice Over Services Cultural Consulting Services
172,TOTAL SPORTS LLC,WELLNESS CONCEPTS,LESLIE  J Funkhouser,Owner,8415 274 AVENUE EAST,BUCKLEY,WA,98321-9798,Our company is made up of professionals that pride themselves on providing high quality fitness and recreation management services and consulting.
173,Controlfreek Inc,,ADAM SNYDER,,11616 E MONTGOMERY DR STE 9,SPOKANE VALLEY,WA,99206-6601,"Design and manufacture custom industrial control panels, instrumentation, integration, and programming services."
174,ACCEL BI CORPORATION,Accel BI,SANJAY Shirude,,2406 185TH PL NE,REDMOND,WA,98052-6035,"Staffing;IS Analysis & Integration;Electronic Data;Maximo, Big Data, Mobile, Tibco,J2EE, .Net, XML;COTS, GOTS, (Oracle, SAP,PeopleSoft, Oracle);Databases, Data Warehousing;SOA, Cloud, SAS, Admiistration;PC, Helpdesk;Microsoft, Sales, Training"
175,"Knight, Bonnie",Inland Northwest Therapy,Bonnie Knight,,9651 N NEVADA ST,SPOKANE,WA,99218-1132,"We are a locally owned Economically Disadvantaged Women Owned Small Business. We provide telehealth and educational services to rural and under served areas. We specialize in medical coding, nursing, orthotics, physical, occupational and speech therapy."
176,"Thompson, Audrey","Adipose Group, The",Audrey M Thompson,,218 Chuckanut Point Rd,Bellingham,WA,98229-8978,"The Adipose Group is a woman-owned small business specializing in using a variety of active and passive telemetry technologies to help clients answer fisheries research questions. We also offer a range of other fisheries research methods from exclusion and enumeration, to habitat use and diet analysis."
177,Global-PacificTech JV 1,,ANGELA SOWELL,,3111 Columbia Heights Rd,Longview,WA,98632-5626,"8(a), SDB, Native American owned, Joint Venture, SBA approved Mentor Protege, general contracting firm. Strengths include new construction, renovations, mechanical, HVAC, roofing, concrete, design build."
178,"BIG C INDUSTRIES, LLC",,Ronda Cross,,3339 Washington Way,Longview,WA,98632-1942,"Big C Industries, a woman owned business, has a reputation of providing quality, on time steel fabrication deliveries. The Big C Team has proven that integrity and reliability builds relationships with customers and vendors that is lasting. Whether your steel fabrication needs are simple or more complex, long lead or fast tracked, Big C Industries can provide the quality of fabrication you need when you need it and it is all done with exceptional customer service. •	Miscellaneous Steel Fabrication, Custom Fabrication and Structural Fabrication including stairs, handrails & guardrails, bollards, ledger angles, steel concrete support (embeds), brackets, shims, plates and parts, building frames, moment frames, columns and beam supports •	Project Management, Planning & Scheduling, Remote access to “live updates” on projects and deliveries via our steel software intranet"
179,Pacific Rim Aerospace Corporation ,PacRim Aero ,JILL  McCallum,,11321 NE 120th St,Kirkland,WA,98034-6907,"PacRim offers the highest quality engineers and solutions for long term commitment to the industry. Our company is built on Ingenuity, Intellect, and Integrity. Core competencies are structures, systems, and project management."
180,AALTA LLC,Point 5 Solutions,Daniah Tajudeen,,6501 36th Ave NE,Seattle,WA,98115-7427,"Aalta is 100% minority- and woman-owned total small business incorporated in 2011. Aalta specializes in high quality big data analytics, software design and development services, IT support services, quality assurance, configuration management, application development services, mobility solutions, and business intelligence. Aalta offers unparalleled services and support with the highest trained personnel in the industry."
181,"Scoop Or Scuttlebutt, LLC",,Winston A. McMiller,,325 Chelan PL NE Unit D2,Renton,WA,98059-5274,"Cloud services, storage, migration, data retention, encryption, compliance, Identity & Access Management, risk assessment, risk mitigation, program management, security assessment, publishing and instructional design."
182,"McCormack, Shawny",,Shawny McCormack,,5031 W Clearwater Ave Apt 60,Kennewick,WA,99336-4919,Typing at 100+ wpm.
183,"Kel-Tech Plastics, Inc.",KELTECH,Deanna Keller,,3510 S Pine St,Tacoma,WA,98409-5703,"Covert and overt camera surveillance systems, create housings and assemble electronic components to work together. Wide format print capabilities, corporate re-branding, industrial tanks, and point of purchase displays for retailers."
184,Design2 Last Inc,,laura m strauss,,"543 Main St, Suite 101",Edmonds,WA,98020-3162,"design2 LAST inc is a full service architecture firm specializing in commercial, industrial, and institutional design for both new construction and renovation projects. Our mission is to provide design excellence, stewardship of our natural and built environment, and exceptional client service. Our philosophy is centered on the premise that design excellence should be reflected in each and every aspect of a building: its fit within the community and environment, its function and relationship to its users, its physical manifestation, its inner workings, and its cost. We have extensive experience working on federal, state and local government projects across the US. We hold current licenses in Washington, Alaska, Texas, Nevada and Guam. NCARB certification allows us to easily obtain reciprocity in other jurisdictions as project opportunities demand."
185,"Keu, Inc.",,Todd Kasma,,201 NE 135th St,Vancouver,WA,98685-2814,"KEU, Inc. is a woman-owned SBA 8(a)-certified heavy civil construction company, with offices in Stanley, ND and Vancouver, WA. KEU has completed multiple projects across the United States with an emphasis on site-development, demolition and utilities."
186,WELCOME TO LIVING,,Taya Bennett,,2224 BONAIR PL SW,SEATTLE,WA,98116-1825,
187,NB PRODUCTS INC ,,MICHELYN CALDWELL Caldwell,,5518 163rd St E Ste B,puyallup,WA,98375-9039,"NB Products, Inc. 5518 163rd St. E., Ste B Puyallup, WA 98375 888-880-1959 toll-free 253-536-8000 local 253-536-8001 fax Michelyn Caldwell michelyncaldwell@nascent4u.com nascent4u.com DUNS: 020922314 CAGE: 564F3 NAICS: 446199,325620, 339113 Na`Scent is not a deodorant. This clear liquid doesn’t hide odor, it eliminates it by creating an oxygen-rich environment that eliminates odor-causing microbes in the pouch. For use in colostomy, ileostomy and urostomy pouches and stoma caps, Na`Scent allows you to enjoy your favorite foods and socialize without worry. • 1oz, 2oz, 8oz, and12oz bottles available • Woman owned and operated • WOCN Corporate Member • 100% made in the USA • Government credit cards accepted NB Products is family owned and operated and has been eliminating ostomy odors since 1998. We are the developers and manufacturer of the original Clear Ostomy Odor Eliminator called Na`Scent."
188,ABLE SPACES INC.,Able Spaces,YVONNE L Welles,,36308 N Newport Hwy,Chattaroy,WA,99003-0000,"Over 30 years of experience in planning, designing, estimating, ordering, tracing and installing commercial/contract furniture of all types."
189,"Environmental Abatement Services, Inc.",,CATHERINE D MARQUEZ,President,18365 W Lincoln,Mount Vernon,WA,98273-3133,"EAS specializes in the removal and disposal of asbestos containing materials and lead paint in accordance with lacal, state and federal regualtions."
190,"Dockit Consulting, LLC",,Celia M Aguda,,1278 CANTERBURY LN,OAK HARBOR,WA,98277-8453,"NEPA documents, biology resource surveys and studies, process mapping, project management, agency coordination, Federal permitting assistance, land use planning, environmental assessments, cultural resource surveys"
191,"MBSquared, Inc.",West Sound Workforce,Monica Blackwood,,5790 Soundview Dr Ste 103,Gig Harbor,WA,98335-2024,"We are a client-centered staffing firm focusing on the Northwest Region and have over 8,000 successful staffing placements of all employment types. We provide temporary help, contingency staffing, executive and management search. We also providing background checks and skills testing."
192,Global Construction Group Inc,E Q Exhaust,ANGELA SOWELL,,3111 Columbia Heights Rd,Longview,WA,98632-5626,"8(a),SDB,HubZone,MBE,Native American general contracting firm. Strengths include, new construction, renovations, concrete, steel, metal buildings, roofing, flooring, campground improvements."
193,Hale Milligan And Associates,,Kelli S. Hale,,307 N Olympic Ave Ste 209,Arlington,WA,98223-1351,"Plans specifications and estimates for roads, storm drainage, storm sewer, sanitary sewer, water, utilities, pedestrian facilities, building site design, planning, temporary erosion and sediment control, habitat restoration and construction inspection."
194,"MJ BOWER AND ASSOCIATES, INC.",,RICK BOWER,,100809 E KASE BLVD,KENNEWICK,WA,99338-0000,Technical consulting and staffing Services.
195,Taylor Gregory Broadway Architects Corp.,Tgb Architects.com,Cindy Leonard,,"21911 76th Ave W, Ste 210",Edmonds,WA,98026-7918,"We are a woman owned business licensed to practice architectural design in Washington, Oregon and Montana. We provide healthcare design expertise and help focus on community. TGB Architects also Help churches by creating a master plan on how to house more people so they can reach their full potential."
196,TRES WEST ENGINEERS INC,,David M Moore,,2702 S 42ND ST # 301,TACOMA,WA,98409-7324,"Engineering design services: electrical, mechanical, plumbing, industrial, heating, and communications/technology. Systems assessment and analysis, HVAC, hydronic, compressed natural gas, control systems, data center, ventilation, humidity, fire protection, transit, fire alarm, power distribution, lighting, harmonics, selective coordination, VOIP, A/V, LAN, network integration, CCTV, access control, DAS systems. Energy efficiency inspection services. Sustainable green LEED certified. Drafting services. Staff of 24 persons."
197,EXTREME MEETINGS INC.,Data Diva,Karen D Walter,,17301 SE 42ND CT,BELLEVUE,WA,98006-8903,
198,"Petrocard, Inc. ",,JENNIE  HANSON,,730 Central Ave S,Kent,WA,98032-6109,"PetroCard will work closely with you to develop a custom fuel management program. From cardlock & mobile fueling, to bulk fuels & lubricants, we have the experience, expertise and products that will work for your company, fleet and budget."
199,KAPOWSIN AIR SPORTS LTD,,KERI  BELL,,141 W AIRVIEW WAY,SHELTON,WA,98584-1283,
200,"PIM Savvy, Inc",,April  A Matsui,,4007 31st Ave S,Seattle,WA,98108-1675,"PIM Savvy provides management consulting and project management services. PIM Savvy provides education and training consulting, and creates professional, engaging, interactive e-Learning courses and learning programs."
201,SOLECTRIC LLC,,Sareena J Presnell,,810 200th St NE,ARLINGTON,WA,98223-5541,"Residential, commercial, industrial, solar, utility electrical work"
202,"Green Sweep Asphalt Service, LLC",Green Sweep Asphalt Service,JENNIFER AKERILL,,12312 NE 99th St,Vancouver,WA,98682-2417,"-environmentally friendly street sweeping, parking lot maintenance & catch basin cleaning -TWIC certified -NAPW member -state of the art equipment (TYMCO 600) -use Recycling Centers to manage waste materials and lessen contribution to landfill"
203,"BREWER, PAMELA L ",,PAMELA L. BREWER,,7901 WALNUT RD NE,OLYMPIA,WA,98516-9550,"Provides music in support of religious services, memorial services and weddings."
204,"IND Analytical, LLC",,TIFFANY A RUSSELL,,520 SE Columbia River Dr Apt 223,Vancouver,WA,98661-8033,We perform cleanroom performance testing and cleanroom consulting services.
205,"Logistic Resource Solution, Inc ",LRS ,DARRYL  SIMMONS,,15413 1ST AVE CT SO STE 106,Tacoma,WA,98444-4606,"Logistic Resource Solutions, Incorporated (LRS) provides comprehensive management and functional support services to government agencies and corporate organizations. LRS construction division has over 60 years of exeperience."
206,"MEDPACS, LLC",,Sharon Wallace,,6523 CALIFORNIA AVE SW STE 273,SEATTLE,WA,98136-1833,"Healthcare Support Services, IT Support and Consulting, Case Management, Picture and Archiving System Support (PACS), IT Infrastructure Management and Operation. Application Consulting and development"
207,Dean Alan Architects PLLC,,ANGELA  GEE,,1511 3RD AVE STE 805,SEATTLE,WA,98101-1689,"Full service, woman owned design firm, providing architectural services, including site planning, program development, building design, construction administration, and interior design. The firm has over 25 years of experience designing for a variety of building types, including: •Commercial - Retail, Offices, Commercial Kitchens, Restaurants • Medical - Medical/Dental Offices • Public - Public Adminstrative Buildings, Safety Facilities, Courthouses, etc. • Residential - Single and Multi-Family • Airport Terminals"
208,"General Contractor, LLC, The",,Diana Braun,,6212 beartrack way,Fruitland,WA,99129-5110,Wildland fire fighting contractor with 2 type 6 brush trucks and full crews. Mobile Trailers 3 handwashing units with 12 sinks each.
209,"ECO Resource Group, LLC",,SANDRA Davis,,13616 SUNRISE DR NE,BAINBRIDGE ISLAND,WA,98110-4158,"ECO integrates environmental, community and organizational strategies for the success of business, community and government organizations worldwide."
210,CATHY ANGELL COMMUNICATIONS LIMITED LIABILITY COMPANY,,Cathy Angell,,208 BAYSIDE RD,BELLINGHAM,WA,98225-7710,"I teach individuals and agency staff how to improve their presentation and training materials through the use of best practices, adult learning principles, and effective slide design.  My specialty is helping scientists, public officials, graduate students, and educators communicate science and data to non-scientists."
211,"Kauffman & Associates, Inc.",,JOANN KAUFFMAN,President,S 165 Howard St,Spokane,WA,99201-4444,"KAI delivers innovative solutions for federal agencies, tribal and local governments, and private organizations. We take the time to understand the culture of each organization we serve. At KAI, we provide high-quality research and evaluation, training and technical assistance, communications, meeting and event planning, and organizational transformation services. Including Strategic Planning & Facilitation; Logistical Support for Conferences and Meetings; Cultural resources; Government Policy Analysis."
212,LYNCH JANITORIAL AND CLEANING,,Leslie Lynch,,36415 NE ELLIOTT RD,YACOLT,WA,98675-4914,"LYNCH Janitorial and Cleaning,LLC provides high quality, detail oriented commercial janitorial services including window washing and carpet cleaning. LYNCH Janitorial has 'green cleaning' service programs available."
213,"WESTCOAST INDUSTRIAL ELECTRIC COMPANY, INC.",,Monique C Keranen,,918 S HORTON ST STE 921,SEATTLE,WA,98134-1949,"Westcoast is a commercial and Industrial Electrical contractor with a Material Management and Procurement division. We are licensed and bonded and exclusively employ trained, expert 01 Journeyman Electricians. Above all, we value our customer relationships. Prompt, consistent professionalism is our guarantee. Our material management service will provide procurement & furnishing of materials with ongoing management & logistics of the order. From understanding the project drawings & specifications, managing the submittal process through approval, attending page-turn meetings, providing weekly tracking reports, and receiving materials onsite, we are involved with every step of the process. Our intention is to provide our customers with solutions that augment their material ordering process."
214,"Kba, Inc.",KBA CONSTRUCTION MANAGEMENT,Kristen M Overleese,PRESIDENT,11201 SE 8TH ST STE 160,Bellevue,WA,98004-6420,"CONSTRUCTION MANAGEMENT, CONTRACT ADMINISTRATION, CLAIMS ANALYSIS, CONSTRUCTION ENGINEERING. ALSO PROVIDES CONSTRUCTION INSPECTORS, SCHEDULERS, SUPERINTENDANTS, DOCUMENTATION. SPECIALISTS ON A PROJECT BY PROJECT BASIS. COST ESTIMATING AND VALUE ENGINEERIN"
215,GN SQUARED CONSTRUCTION LLC,,Marquia Wooten,,1535 24TH AVE,SEATTLE,WA,98122-3008,"GN Squared Construction LLC provides commercial and residential clean-up services dedicated to providing quality results with integrity and style. We offer experience in: Janitorial Duties, Final Construction Clean-Up, Tenant Improvements, Removal of debris, Floor Care and more. Our goal is to turn messy post-construction spaces into interiors that shine, delivering a level of professionalism that demands 100% satisfaction. Our energetic, eco-friendly approach is formed by close attention to detail, strong work ethic, and the ability to please the most exacting clients."
216,"SCAN2CORE, INC",,Lori Langfang,,17546 110TH AVE SE,YELM,WA,98597-9611,"Scan2Core, Inc. is a non-destructive concrete scanning and coring company located near Seattle, Washington with more than 20 years of experience in the residential and commercial construction industries. Our services include but are not limited to: concrete & structural radar imaging, core-drilling, and 3D laser scanning and mapping. We utilize ground penetrating radar or GPR to see through concrete and map subsurface objects below and within concrete such as rebar, PT (post tension) cables, conduits/smurf tube, pipes, slab-thickness, beams, and voids."
217,"SEALX, L.L.C.",,Jaz Singh,,11316 NE 116TH CT,VANCOUVER,WA,98662-3250,"We provide stone laminating surface protection and sealing services for stone, concrete, wood, tile and grout. Our best-in-market sealants are premium water and oil repellent, protects surfaces and keeps it looking new long term. Our unparalleled stone laminate is made of anti-etch, stain-proof high tech polyester and provides a long product life."
218,ThoughtSwift LLC,,Marlece E. Watson,,13619 SE 37th St,Vancouver,WA,98683-7779,"ThoughtSwift provides electronic mental health, alcohol, drug(prescription, cannabis, opioid and other stimulants) tobacco, obesity assessments to primary care providers. ThoughtSwift also provides electronic Annual Wellness Visits for Medicare eligible seniors. ThoughtSwift is found in health clinics throughout the United states and can be used in clinics with or without an EMR system. ThoughtSwift provides diagnostics on depression, alcohol, drug usage, pain, anxiety and also prescreens for HIV, CVD, Diabetes, Dementia, COPD and Heart Failure. Our mobile delivery method is perfect for rural health and home health. ThoughtSwift helps compliance with the Affordable Care Act, Preventative Care regulations and provides a suicide prevention strategy . All tests are Medicare, Private Insurance and Medicaid in most states eligible. ThoughtSwift produces CDC documentation to dispense Opioid drugs."
219,"M & M Restoration, Inc.",Servpro of Northeast Spokane,Dena L Maas,,5402 N Julia St,Spokane,WA,99217-6653,"We provide commercial and residential restoration services for properties affected by flood, storm damage,fire, and mold. We also provide cleaning services ranging from general cleaning to trauma/biohazard cleaning. We offer emergency services 24 hours a day, 7 days a week."
220,"E&S Engineering, PLLC",,Pamela Pickett,,78410 N OVERLOOK DR,BENTON CITY,WA,99320-8764,"Electrical Engineering, Project Management, Business/Executive Management"
221,"U.S. Testing Equipment, Ltd. ",Cargo Risk Solution ,Lindsey Carpenter,,"7201 NE 18th Street, Suite A",VANCOUVER,WA,98661-7325,"We are a leader in Detection Security with extensive experience in Walk Through and Hand Held Metal Detectors, Security X-ray, Explosive Trace Detection (ETD), Automatic Under Vehicle Inspection Systems, Human Detection Systems and Bio-Detection systems."
222,Pilot Knob Construction Inc,,Phoebe A Oglesby,President,160 NW Simmons Rd,White Salmon,WA,98672-8735,"Road building, grading and excavation,drilling, blasting (close proximity and underwater), rock crushing and gravel production, asphalt/cement recycling, railroad maintenance, site prep and development"
223,"RUTH'S CLEANING SERVICES, LLC",RUTH'S HOUSEKEEPING & JANITORIAL SERVICES,Ruth Vargas,,603 RONALD AVE,CLE ELUM,WA,98922-1037,
224,J B KERR CONSTRUCTION,,John Kerr,,1117 NW 5TH AVE,CAMAS,WA,98607-2601,"REMODELING OF COMMERICAL BUILDINGS & TENANT IMPROVEMENT - ACOUSTICAL CEILING INSTALLATION; SHEETROCK, DRYWALL AND STEEL STUDS INSTALLATION; PAINTING, WALL FINISHES, DOORS,FRAMES AND HARDWARE. ALL PHASES OF GENERAL CONTRACTING."
